SubjectID,DecisionID,Constant,Treatment,SessionID,SwitchPoint,Gender,Complexity
6,3,1,0,1,5,1,3
6,4,1,0,1,5,1,4
6,5,1,0,1,5,1,5
6,6,1,0,1,5,1,6
6,7,1,0,1,5,1,7
6,8,1,0,1,5,1,8
6,9,1,0,1,5,1,9
6,10,1,0,1,5,1,10
6,11,1,0,1,5,1,11
6,12,1,0,1,5,1,12
6,13,1,0,1,5,1,13
6,14,1,0,1,5,1,14
6,15,1,0,1,5,1,15
7,1,1,0,2,10,0,1
7,2,1,0,2,10,0,2
7,3,1,0,2,10,0,3
7,4,1,0,2,10,0,4
7,5,1,0,2,10,0,5
7,6,1,0,2,10,0,6
7,7,1,0,2,10,0,7
7,8,1,0,2,10,0,8
7,9,1,0,2,10,0,9
7,10,1,0,2,10,0,10
7,11,1,0,2,10,0,11
7,12,1,0,2,10,0,12
7,13,1,0,2,10,0,13
7,14,1,0,2,10,0,14
7,15,1,0,2,10,0,15
8,1,1,0,2,7,1,1
8,2,1,0,2,7,1,2
8,3,1,0,2,7,1,3
8,4,1,0,2,7,1,4
8,5,1,0,2,7,1,5
8,6,1,0,2,7,1,6
8,7,1,0,2,7,1,7
8,8,1,0,2,7,1,8
8,9,1,0,2,7,1,9
8,10,1,0,2,7,1,10
8,11,1,0,2,7,1,11
8,12,1,0,2,7,1,12
8,13,1,0,2,7,1,13
8,14,1,0,2,7,1,14
8,15,1,0,2,7,1,15
9,1,1,0,2,6,0,1
9,2,1,0,2,6,0,2
9,3,1,0,2,6,0,3
9,4,1,0,2,6,0,4
9,5,1,0,2,6,0,5
9,6,1,0,2,6,0,6
9,7,1,0,2,6,0,7
9,8,1,0,2,6,0,8
9,9,1,0,2,6,0,9
9,10,1,0,2,6,0,10
9,11,1,0,2,6,0,11
9,12,1,0,2,6,0,12
9,13,1,0,2,6,0,13
9,14,1,0,2,6,0,14
9,15,1,0,2,6,0,15
10,1,1,0,2,1,1,1
10,2,1,0,2,1,1,2
10,3,1,0,2,1,1,3
10,4,1,0,2,1,1,4
10,5,1,0,2,1,1,5
10,6,1,0,2,1,1,6
10,7,1,0,2,1,1,7
10,8,1,0,2,1,1,8
10,9,1,0,2,1,1,9
10,10,1,0,2,1,1,10
10,11,1,0,2,1,1,11
10,12,1,0,2,1,1,12
10,13,1,0,2,1,1,13
10,14,1,0,2,1,1,14
10,15,1,0,2,1,1,15
11,1,1,0,2,0,0,1
11,2,1,0,2,0,0,2
11,3,1,0,2,0,0,3
11,4,1,0,2,0,0,4
11,5,1,0,2,0,0,5
11,6,1,0,2,0,0,6
11,7,1,0,2,0,0,7
11,8,1,0,2,0,0,8
11,9,1,0,2,0,0,9
11,10,1,0,2,0,0,10
11,11,1,0,2,0,0,11
11,12,1,0,2,0,0,12
11,13,1,0,2,0,0,13
11,14,1,0,2,0,0,14
11,15,1,0,2,0,0,15
12,1,1,0,2,5,1,1
12,2,1,0,2,5,1,2
12,3,1,0,2,5,1,3
12,4,1,0,2,5,1,4
12,5,1,0,2,5,1,5
12,6,1,0,2,5,1,6
12,7,1,0,2,5,1,7
12,8,1,0,2,5,1,8
12,9,1,0,2,5,1,9
12,10,1,0,2,5,1,10
12,11,1,0,2,5,1,11
12,12,1,0,2,5,1,12
12,13,1,0,2,5,1,13
12,14,1,0,2,5,1,14
12,15,1,0,2,5,1,15
13,1,1,0,3,3,0,1
13,2,1,0,3,3,0,2
13,3,1,0,3,3,0,3
13,4,1,0,3,3,0,4
13,5,1,0,3,3,0,5
13,6,1,0,3,3,0,6
13,7,1,0,3,3,0,7
13,8,1,0,3,3,0,8
13,9,1,0,3,3,0,9
13,10,1,0,3,3,0,10
13,11,1,0,3,3,0,11
13,12,1,0,3,3,0,12
13,13,1,0,3,3,0,13
13,14,1,0,3,3,0,14
13,15,1,0,3,3,0,15
14,1,1,0,3,4,1,1
14,2,1,0,3,4,1,2
14,3,1,0,3,4,1,3
14,4,1,0,3,4,1,4
14,5,1,0,3,4,1,5
14,6,1,0,3,4,1,6
14,7,1,0,3,4,1,7
14,8,1,0,3,4,1,8
14,9,1,0,3,4,1,9
14,10,1,0,3,4,1,10
14,11,1,0,3,4,1,11
14,12,1,0,3,4,1,12
14,13,1,0,3,4,1,13
14,14,1,0,3,4,1,14
14,15,1,0,3,4,1,15
15,1,1,0,3,10,0,1
15,2,1,0,3,10,0,2
15,3,1,0,3,10,0,3
15,4,1,0,3,10,0,4
15,5,1,0,3,10,0,5
15,6,1,0,3,10,0,6
15,7,1,0,3,10,0,7
15,8,1,0,3,10,0,8
15,9,1,0,3,10,0,9
15,10,1,0,3,10,0,10
15,11,1,0,3,10,0,11
15,12,1,0,3,10,0,12
15,13,1,0,3,10,0,13
15,14,1,0,3,10,0,14
15,15,1,0,3,10,0,15
16,1,1,0,3,4,1,1
16,2,1,0,3,4,1,2
16,3,1,0,3,4,1,3
16,4,1,0,3,4,1,4
16,5,1,0,3,4,1,5
16,6,1,0,3,4,1,6
16,7,1,0,3,4,1,7
16,8,1,0,3,4,1,8
16,9,1,0,3,4,1,9
16,10,1,0,3,4,1,10
16,11,1,0,3,4,1,11
16,12,1,0,3,4,1,12
16,13,1,0,3,4,1,13
16,14,1,0,3,4,1,14
16,15,1,0,3,4,1,15
17,1,1,0,3,1,0,1
17,2,1,0,3,1,0,2
17,3,1,0,3,1,0,3
17,4,1,0,3,1,0,4
17,5,1,0,3,1,0,5
17,6,1,0,3,1,0,6
17,7,1,0,3,1,0,7
17,8,1,0,3,1,0,8
17,9,1,0,3,1,0,9
17,10,1,0,3,1,0,10
17,11,1,0,3,1,0,11
17,12,1,0,3,1,0,12
17,13,1,0,3,1,0,13
17,14,1,0,3,1,0,14
17,15,1,0,3,1,0,15
18,1,1,0,3,3,1,1
18,2,1,0,3,3,1,2
18,3,1,0,3,3,1,3
18,4,1,0,3,3,1,4
18,5,1,0,3,3,1,5
18,6,1,0,3,3,1,6
18,7,1,0,3,3,1,7
18,8,1,0,3,3,1,8
18,9,1,0,3,3,1,9
18,10,1,0,3,3,1,10
18,11,1,0,3,3,1,11
18,12,1,0,3,3,1,12
18,13,1,0,3,3,1,13
18,14,1,0,3,3,1,14
18,15,1,0,3,3,1,15
19,1,1,0,4,5,0,1
19,2,1,0,4,5,0,2
19,3,1,0,4,5,0,3
19,4,1,0,4,5,0,4
19,5,1,0,4,5,0,5
19,6,1,0,4,5,0,6
19,7,1,0,4,5,0,7
19,8,1,0,4,5,0,8
19,9,1,0,4,5,0,9
19,10,1,0,4,5,0,10
19,11,1,0,4,5,0,11
19,12,1,0,4,5,0,12
19,13,1,0,4,5,0,13
19,14,1,0,4,5,0,14
19,15,1,0,4,5,0,15
20,1,1,0,4,10,1,1
20,2,1,0,4,10,1,2
20,3,1,0,4,10,1,3
20,4,1,0,4,10,1,4
20,5,1,0,4,10,1,5
20,6,1,0,4,10,1,6
20,7,1,0,4,10,1,7
20,8,1,0,4,10,1,8
20,9,1,0,4,10,1,9
20,10,1,0,4,10,1,10
20,11,1,0,4,10,1,11
20,12,1,0,4,10,1,12
20,13,1,0,4,10,1,13
20,14,1,0,4,10,1,14
20,15,1,0,4,10,1,15
21,1,1,0,4,6,0,1
21,2,1,0,4,6,0,2
21,3,1,0,4,6,0,3
21,4,1,0,4,6,0,4
21,5,1,0,4,6,0,5
21,6,1,0,4,6,0,6
21,7,1,0,4,6,0,7
21,8,1,0,4,6,0,8
21,9,1,0,4,6,0,9
21,10,1,0,4,6,0,10
21,11,1,0,4,6,0,11
21,12,1,0,4,6,0,12
21,13,1,0,4,6,0,13
21,14,1,0,4,6,0,14
21,15,1,0,4,6,0,15
22,1,1,0,4,9,1,1
22,2,1,0,4,9,1,2
22,3,1,0,4,9,1,3
22,4,1,0,4,9,1,4
22,5,1,0,4,9,1,5
22,6,1,0,4,9,1,6
22,7,1,0,4,9,1,7
22,8,1,0,4,9,1,8
22,9,1,0,4,9,1,9
22,10,1,0,4,9,1,10
22,11,1,0,4,9,1,11
22,12,1,0,4,9,1,12
22,13,1,0,4,9,1,13
22,14,1,0,4,9,1,14
22,15,1,0,4,9,1,15
23,1,1,0,4,10,0,1
23,2,1,0,4,10,0,2
23,3,1,0,4,10,0,3
23,4,1,0,4,10,0,4
23,5,1,0,4,10,0,5
23,6,1,0,4,10,0,6
23,7,1,0,4,10,0,7
23,8,1,0,4,10,0,8
23,9,1,0,4,10,0,9
23,10,1,0,4,10,0,10
23,11,1,0,4,10,0,11
23,12,1,0,4,10,0,12
23,13,1,0,4,10,0,13
23,14,1,0,4,10,0,14
23,15,1,0,4,10,0,15
24,1,1,0,4,3,1,1
24,2,1,0,4,3,1,2
24,3,1,0,4,3,1,3
24,4,1,0,4,3,1,4
24,5,1,0,4,3,1,5
24,6,1,0,4,3,1,6
24,7,1,0,4,3,1,7
24,8,1,0,4,3,1,8
24,9,1,0,4,3,1,9
24,10,1,0,4,3,1,10
24,11,1,0,4,3,1,11
24,12,1,0,4,3,1,12
24,13,1,0,4,3,1,13
24,14,1,0,4,3,1,14
24,15,1,0,4,3,1,15
25,1,1,0,5,10,0,1
25,2,1,0,5,10,0,2
25,3,1,0,5,10,0,3
25,4,1,0,5,10,0,4
25,5,1,0,5,10,0,5
25,6,1,0,5,10,0,6
25,7,1,0,5,10,0,7
25,8,1,0,5,10,0,8
25,9,1,0,5,10,0,9
25,10,1,0,5,10,0,10
25,11,1,0,5,10,0,11
25,12,1,0,5,10,0,12
25,13,1,0,5,10,0,13
25,14,1,0,5,10,0,14
25,15,1,0,5,10,0,15
26,1,1,0,5,7,1,1
26,2,1,0,5,7,1,2
26,3,1,0,5,7,1,3
26,4,1,0,5,7,1,4
26,5,1,0,5,7,1,5
26,6,1,0,5,7,1,6
26,7,1,0,5,7,1,7
26,8,1,0,5,7,1,8
26,9,1,0,5,7,1,9
26,10,1,0,5,7,1,10
26,11,1,0,5,7,1,11
26,12,1,0,5,7,1,12
26,13,1,0,5,7,1,13
26,14,1,0,5,7,1,14
26,15,1,0,5,7,1,15
27,1,1,0,5,10,0,1
27,2,1,0,5,10,0,2
27,3,1,0,5,10,0,3
27,4,1,0,5,10,0,4
27,5,1,0,5,10,0,5
27,6,1,0,5,10,0,6
27,7,1,0,5,10,0,7
27,8,1,0,5,10,0,8
27,9,1,0,5,10,0,9
27,10,1,0,5,10,0,10
27,11,1,0,5,10,0,11
27,12,1,0,5,10,0,12
27,13,1,0,5,10,0,13
27,14,1,0,5,10,0,14
27,15,1,0,5,10,0,15
28,1,1,0,5,8,1,1
28,2,1,0,5,8,1,2
28,3,1,0,5,8,1,3
28,4,1,0,5,8,1,4
28,5,1,0,5,8,1,5
28,6,1,0,5,8,1,6
28,7,1,0,5,8,1,7
28,8,1,0,5,8,1,8
28,9,1,0,5,8,1,9
28,10,1,0,5,8,1,10
28,11,1,0,5,8,1,11
28,12,1,0,5,8,1,12
28,13,1,0,5,8,1,13
28,14,1,0,5,8,1,14
28,15,1,0,5,8,1,15
29,1,1,0,5,9,0,1
29,2,1,0,5,9,0,2
29,3,1,0,5,9,0,3
29,4,1,0,5,9,0,4
29,5,1,0,5,9,0,5
29,6,1,0,5,9,0,6
29,7,1,0,5,9,0,7
29,8,1,0,5,9,0,8
29,9,1,0,5,9,0,9
29,10,1,0,5,9,0,10
29,11,1,0,5,9,0,11
29,12,1,0,5,9,0,12
29,13,1,0,5,9,0,13
29,14,1,0,5,9,0,14
29,15,1,0,5,9,0,15
30,1,1,0,5,2,1,1
30,2,1,0,5,2,1,2
30,3,1,0,5,2,1,3
30,4,1,0,5,2,1,4
30,5,1,0,5,2,1,5
30,6,1,0,5,2,1,6
30,7,1,0,5,2,1,7
30,8,1,0,5,2,1,8
30,9,1,0,5,2,1,9
30,10,1,0,5,2,1,10
30,11,1,0,5,2,1,11
30,12,1,0,5,2,1,12
30,13,1,0,5,2,1,13
30,14,1,0,5,2,1,14
30,15,1,0,5,2,1,15
31,1,1,0,6,9,0,1
31,2,1,0,6,9,0,2
31,3,1,0,6,9,0,3
31,4,1,0,6,9,0,4
31,5,1,0,6,9,0,5
31,6,1,0,6,9,0,6
31,7,1,0,6,9,0,7
31,8,1,0,6,9,0,8
31,9,1,0,6,9,0,9
31,10,1,0,6,9,0,10
31,11,1,0,6,9,0,11
31,12,1,0,6,9,0,12
31,13,1,0,6,9,0,13
31,14,1,0,6,9,0,14
31,15,1,0,6,9,0,15
32,1,1,0,6,10,1,1
32,2,1,0,6,10,1,2
32,3,1,0,6,10,1,3
32,4,1,0,6,10,1,4
32,5,1,0,6,10,1,5
32,6,1,0,6,10,1,6
32,7,1,0,6,10,1,7
32,8,1,0,6,10,1,8
32,9,1,0,6,10,1,9
32,10,1,0,6,10,1,10
32,11,1,0,6,10,1,11
32,12,1,0,6,10,1,12
32,13,1,0,6,10,1,13
32,14,1,0,6,10,1,14
32,15,1,0,6,10,1,15
33,1,1,0,6,1,0,1
33,2,1,0,6,1,0,2
33,3,1,0,6,1,0,3
33,4,1,0,6,1,0,4
33,5,1,0,6,1,0,5
33,6,1,0,6,1,0,6
33,7,1,0,6,1,0,7
33,8,1,0,6,1,0,8
33,9,1,0,6,1,0,9
33,10,1,0,6,1,0,10
33,11,1,0,6,1,0,11
33,12,1,0,6,1,0,12
33,13,1,0,6,1,0,13
33,14,1,0,6,1,0,14
33,15,1,0,6,1,0,15
34,1,1,0,6,0,1,1
34,2,1,0,6,0,1,2
34,3,1,0,6,0,1,3
34,4,1,0,6,0,1,4
34,5,1,0,6,0,1,5
34,6,1,0,6,0,1,6
34,7,1,0,6,0,1,7
34,8,1,0,6,0,1,8
34,9,1,0,6,0,1,9
34,10,1,0,6,0,1,10
34,11,1,0,6,0,1,11
34,12,1,0,6,0,1,12
34,13,1,0,6,0,1,13
34,14,1,0,6,0,1,14
34,15,1,0,6,0,1,15
35,1,1,0,6,0,0,1
35,2,1,0,6,0,0,2
35,3,1,0,6,0,0,3
35,4,1,0,6,0,0,4
35,5,1,0,6,0,0,5
35,6,1,0,6,0,0,6
35,7,1,0,6,0,0,7
35,8,1,0,6,0,0,8
35,9,1,0,6,0,0,9
35,10,1,0,6,0,0,10
35,11,1,0,6,0,0,11
35,12,1,0,6,0,0,12
35,13,1,0,6,0,0,13
35,14,1,0,6,0,0,14
35,15,1,0,6,0,0,15
36,1,1,0,6,7,1,1
36,2,1,0,6,7,1,2
36,3,1,0,6,7,1,3
36,4,1,0,6,7,1,4
36,5,1,0,6,7,1,5
36,6,1,0,6,7,1,6
36,7,1,0,6,7,1,7
36,8,1,0,6,7,1,8
36,9,1,0,6,7,1,9
36,10,1,0,6,7,1,10
36,11,1,0,6,7,1,11
36,12,1,0,6,7,1,12
36,13,1,0,6,7,1,13
36,14,1,0,6,7,1,14
36,15,1,0,6,7,1,15
37,1,1,0,7,7,0,1
37,2,1,0,7,7,0,2
37,3,1,0,7,7,0,3
37,4,1,0,7,7,0,4
37,5,1,0,7,7,0,5
37,6,1,0,7,7,0,6
37,7,1,0,7,7,0,7
37,8,1,0,7,7,0,8
37,9,1,0,7,7,0,9
37,10,1,0,7,7,0,10
37,11,1,0,7,7,0,11
37,12,1,0,7,7,0,12
37,13,1,0,7,7,0,13
37,14,1,0,7,7,0,14
37,15,1,0,7,7,0,15
38,1,1,0,7,3,1,1
38,2,1,0,7,3,1,2
38,3,1,0,7,3,1,3
38,4,1,0,7,3,1,4
38,5,1,0,7,3,1,5
38,6,1,0,7,3,1,6
38,7,1,0,7,3,1,7
38,8,1,0,7,3,1,8
38,9,1,0,7,3,1,9
38,10,1,0,7,3,1,10
38,11,1,0,7,3,1,11
38,12,1,0,7,3,1,12
38,13,1,0,7,3,1,13
38,14,1,0,7,3,1,14
38,15,1,0,7,3,1,15
39,1,1,0,7,2,0,1
39,2,1,0,7,2,0,2
39,3,1,0,7,2,0,3
39,4,1,0,7,2,0,4
39,5,1,0,7,2,0,5
39,6,1,0,7,2,0,6
39,7,1,0,7,2,0,7
39,8,1,0,7,2,0,8
39,9,1,0,7,2,0,9
39,10,1,0,7,2,0,10
39,11,1,0,7,2,0,11
39,12,1,0,7,2,0,12
39,13,1,0,7,2,0,13
39,14,1,0,7,2,0,14
39,15,1,0,7,2,0,15
40,1,1,0,7,2,1,1
40,2,1,0,7,2,1,2
40,3,1,0,7,2,1,3
40,4,1,0,7,2,1,4
40,5,1,0,7,2,1,5
40,6,1,0,7,2,1,6
40,7,1,0,7,2,1,7
40,8,1,0,7,2,1,8
40,9,1,0,7,2,1,9
40,10,1,0,7,2,1,10
40,11,1,0,7,2,1,11
40,12,1,0,7,2,1,12
40,13,1,0,7,2,1,13
40,14,1,0,7,2,1,14
40,15,1,0,7,2,1,15
41,1,1,0,7,2,0,1
41,2,1,0,7,2,0,2
41,3,1,0,7,2,0,3
41,4,1,0,7,2,0,4
41,5,1,0,7,2,0,5
41,6,1,0,7,2,0,6
41,7,1,0,7,2,0,7
41,8,1,0,7,2,0,8
41,9,1,0,7,2,0,9
41,10,1,0,7,2,0,10
41,11,1,0,7,2,0,11
41,12,1,0,7,2,0,12
41,13,1,0,7,2,0,13
41,14,1,0,7,2,0,14
41,15,1,0,7,2,0,15
42,1,1,0,7,9,1,1
42,2,1,0,7,9,1,2
42,3,1,0,7,9,1,3
42,4,1,0,7,9,1,4
42,5,1,0,7,9,1,5
42,6,1,0,7,9,1,6
42,7,1,0,7,9,1,7
42,8,1,0,7,9,1,8
42,9,1,0,7,9,1,9
42,10,1,0,7,9,1,10
42,11,1,0,7,9,1,11
42,12,1,0,7,9,1,12
42,13,1,0,7,9,1,13
42,14,1,0,7,9,1,14
42,15,1,0,7,9,1,15
43,1,1,0,8,6,0,1
43,2,1,0,8,6,0,2
43,3,1,0,8,6,0,3
43,4,1,0,8,6,0,4
43,5,1,0,8,6,0,5
43,6,1,0,8,6,0,6
43,7,1,0,8,6,0,7
43,8,1,0,8,6,0,8
43,9,1,0,8,6,0,9
43,10,1,0,8,6,0,10
43,11,1,0,8,6,0,11
43,12,1,0,8,6,0,12
43,13,1,0,8,6,0,13
43,14,1,0,8,6,0,14
43,15,1,0,8,6,0,15
44,1,1,0,8,1,1,1
44,2,1,0,8,1,1,2
44,3,1,0,8,1,1,3
44,4,1,0,8,1,1,4
44,5,1,0,8,1,1,5
44,6,1,0,8,1,1,6
44,7,1,0,8,1,1,7
44,8,1,0,8,1,1,8
44,9,1,0,8,1,1,9
44,10,1,0,8,1,1,10
44,11,1,0,8,1,1,11
44,12,1,0,8,1,1,12
44,13,1,0,8,1,1,13
44,14,1,0,8,1,1,14
44,15,1,0,8,1,1,15
45,1,1,0,8,6,0,1
45,2,1,0,8,6,0,2
45,3,1,0,8,6,0,3
45,4,1,0,8,6,0,4
45,5,1,0,8,6,0,5
45,6,1,0,8,6,0,6
45,7,1,0,8,6,0,7
45,8,1,0,8,6,0,8
45,9,1,0,8,6,0,9
45,10,1,0,8,6,0,10
45,11,1,0,8,6,0,11
45,12,1,0,8,6,0,12
45,13,1,0,8,6,0,13
45,14,1,0,8,6,0,14
45,15,1,0,8,6,0,15
46,1,1,0,8,3,1,1
46,2,1,0,8,3,1,2
46,3,1,0,8,3,1,3
46,4,1,0,8,3,1,4
46,5,1,0,8,3,1,5
46,6,1,0,8,3,1,6
46,7,1,0,8,3,1,7
46,8,1,0,8,3,1,8
46,9,1,0,8,3,1,9
46,10,1,0,8,3,1,10
46,11,1,0,8,3,1,11
46,12,1,0,8,3,1,12
46,13,1,0,8,3,1,13
46,14,1,0,8,3,1,14
46,15,1,0,8,3,1,15
47,1,1,0,8,8,0,1
47,2,1,0,8,8,0,2
47,3,1,0,8,8,0,3
47,4,1,0,8,8,0,4
47,5,1,0,8,8,0,5
47,6,1,0,8,8,0,6
47,7,1,0,8,8,0,7
47,8,1,0,8,8,0,8
47,9,1,0,8,8,0,9
47,10,1,0,8,8,0,10
47,11,1,0,8,8,0,11
47,12,1,0,8,8,0,12
47,13,1,0,8,8,0,13
47,14,1,0,8,8,0,14
47,15,1,0,8,8,0,15
48,1,1,0,8,3,1,1
48,2,1,0,8,3,1,2
48,3,1,0,8,3,1,3
48,4,1,0,8,3,1,4
48,5,1,0,8,3,1,5
48,6,1,0,8,3,1,6
48,7,1,0,8,3,1,7
48,8,1,0,8,3,1,8
48,9,1,0,8,3,1,9
48,10,1,0,8,3,1,10
48,11,1,0,8,3,1,11
48,12,1,0,8,3,1,12
48,13,1,0,8,3,1,13
48,14,1,0,8,3,1,14
48,15,1,0,8,3,1,15
49,1,1,0,9,9,0,1
49,2,1,0,9,9,0,2
49,3,1,0,9,9,0,3
49,4,1,0,9,9,0,4
49,5,1,0,9,9,0,5
49,6,1,0,9,9,0,6
49,7,1,0,9,9,0,7
49,8,1,0,9,9,0,8
49,9,1,0,9,9,0,9
49,10,1,0,9,9,0,10
49,11,1,0,9,9,0,11
49,12,1,0,9,9,0,12
49,13,1,0,9,9,0,13
49,14,1,0,9,9,0,14
49,15,1,0,9,9,0,15
50,1,1,0,9,5,1,1
50,2,1,0,9,5,1,2
50,3,1,0,9,5,1,3
50,4,1,0,9,5,1,4
50,5,1,0,9,5,1,5
50,6,1,0,9,5,1,6
50,7,1,0,9,5,1,7
50,8,1,0,9,5,1,8
50,9,1,0,9,5,1,9
50,10,1,0,9,5,1,10
50,11,1,0,9,5,1,11
50,12,1,0,9,5,1,12
50,13,1,0,9,5,1,13
50,14,1,0,9,5,1,14
50,15,1,0,9,5,1,15
51,1,1,0,9,5,0,1
51,2,1,0,9,5,0,2
51,3,1,0,9,5,0,3
51,4,1,0,9,5,0,4
51,5,1,0,9,5,0,5
51,6,1,0,9,5,0,6
51,7,1,0,9,5,0,7
51,8,1,0,9,5,0,8
51,9,1,0,9,5,0,9
51,10,1,0,9,5,0,10
51,11,1,0,9,5,0,11
51,12,1,0,9,5,0,12
51,13,1,0,9,5,0,13
51,14,1,0,9,5,0,14
51,15,1,0,9,5,0,15
52,1,1,0,9,8,1,1
52,2,1,0,9,8,1,2
52,3,1,0,9,8,1,3
52,4,1,0,9,8,1,4
52,5,1,0,9,8,1,5
52,6,1,0,9,8,1,6
52,7,1,0,9,8,1,7
52,8,1,0,9,8,1,8
52,9,1,0,9,8,1,9
52,10,1,0,9,8,1,10
52,11,1,0,9,8,1,11
52,12,1,0,9,8,1,12
52,13,1,0,9,8,1,13
52,14,1,0,9,8,1,14
52,15,1,0,9,8,1,15
53,1,1,0,9,8,0,1
53,2,1,0,9,8,0,2
53,3,1,0,9,8,0,3
53,4,1,0,9,8,0,4
53,5,1,0,9,8,0,5
53,6,1,0,9,8,0,6
53,7,1,0,9,8,0,7
53,8,1,0,9,8,0,8
53,9,1,0,9,8,0,9
53,10,1,0,9,8,0,10
53,11,1,0,9,8,0,11
53,12,1,0,9,8,0,12
53,13,1,0,9,8,0,13
53,14,1,0,9,8,0,14
53,15,1,0,9,8,0,15
54,1,1,0,9,5,1,1
54,2,1,0,9,5,1,2
54,3,1,0,9,5,1,3
54,4,1,0,9,5,1,4
54,5,1,0,9,5,1,5
54,6,1,0,9,5,1,6
54,7,1,0,9,5,1,7
54,8,1,0,9,5,1,8
54,9,1,0,9,5,1,9
54,10,1,0,9,5,1,10
54,11,1,0,9,5,1,11
54,12,1,0,9,5,1,12
54,13,1,0,9,5,1,13
54,14,1,0,9,5,1,14
54,15,1,0,9,5,1,15
55,1,1,0,10,1,0,1
55,2,1,0,10,1,0,2
55,3,1,0,10,1,0,3
55,4,1,0,10,1,0,4
55,5,1,0,10,1,0,5
55,6,1,0,10,1,0,6
55,7,1,0,10,1,0,7
55,8,1,0,10,1,0,8
55,9,1,0,10,1,0,9
55,10,1,0,10,1,0,10
55,11,1,0,10,1,0,11
55,12,1,0,10,1,0,12
55,13,1,0,10,1,0,13
55,14,1,0,10,1,0,14
55,15,1,0,10,1,0,15
56,1,1,0,10,1,1,1
56,2,1,0,10,1,1,2
56,3,1,0,10,1,1,3
56,4,1,0,10,1,1,4
56,5,1,0,10,1,1,5
56,6,1,0,10,1,1,6
56,7,1,0,10,1,1,7
56,8,1,0,10,1,1,8
56,9,1,0,10,1,1,9
56,10,1,0,10,1,1,10
56,11,1,0,10,1,1,11
56,12,1,0,10,1,1,12
56,13,1,0,10,1,1,13
56,14,1,0,10,1,1,14
56,15,1,0,10,1,1,15
57,1,1,0,10,9,0,1
57,2,1,0,10,9,0,2
57,3,1,0,10,9,0,3
57,4,1,0,10,9,0,4
57,5,1,0,10,9,0,5
57,6,1,0,10,9,0,6
57,7,1,0,10,9,0,7
57,8,1,0,10,9,0,8
57,9,1,0,10,9,0,9
57,10,1,0,10,9,0,10
57,11,1,0,10,9,0,11
57,12,1,0,10,9,0,12
57,13,1,0,10,9,0,13
57,14,1,0,10,9,0,14
57,15,1,0,10,9,0,15
58,1,1,0,10,0,1,1
58,2,1,0,10,0,1,2
58,3,1,0,10,0,1,3
58,4,1,0,10,0,1,4
58,5,1,0,10,0,1,5
58,6,1,0,10,0,1,6
58,7,1,0,10,0,1,7
58,8,1,0,10,0,1,8
58,9,1,0,10,0,1,9
58,10,1,0,10,0,1,10
58,11,1,0,10,0,1,11
58,12,1,0,10,0,1,12
58,13,1,0,10,0,1,13
58,14,1,0,10,0,1,14
